standard_node_id,srandard_node_id,node_id,node_label,node_type,id,label,type,agent_entity_type,norm_carcinogen_class,carcinogen_class_normalized,carcinogen_class_source,class,class_source,chemont_class,chemont_superclass,chemont_kingdom,iarc_group,pubchem_cid,inchikey,casrn
IARC_Acetamide,IARC_Acetamide,IARC_Acetamide,Acetamide,Carcinogen,IARC_Acetamide,Acetamide,Carcinogen,Unknown,Carboximidic acids,Carboximidic acids,chemont_class,Carboximidic acids,chemont_class,Carboximidic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,178,DLFVBJFMPXGRIB-UHFFFAOYSA-N,60-35-5
IARC_Acheson_process_occupational_exposure_associated_with,IARC_Acheson_process_occupational_exposure_associated_with,IARC_Acheson_process_occupational_exposure_associated_with,"Acheson process, occupational exposure associated with",Carcinogen,IARC_Acheson_process_occupational_exposure_associated_with,"Acheson process, occupational exposure associated with",Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Aciclovir,IARC_Aciclovir,IARC_Aciclovir,Aciclovir,Carcinogen,IARC_Aciclovir,Aciclovir,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Imidazopyrimidines,Organoheterocyclic compounds,Organic compounds,Group 3,135398513,MKUXAQIIEYXACX-UHFFFAOYSA-N,59277-89-3
IARC_Acid_mists_strong_inorganic,IARC_Acid_mists_strong_inorganic,IARC_Acid_mists_strong_inorganic,"Acid mists, strong inorganic",Carcinogen,IARC_Acid_mists_strong_inorganic,"Acid mists, strong inorganic",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Acridine_orange,IARC_Acridine_orange,IARC_Acridine_orange,Acridine orange,Carcinogen,IARC_Acridine_orange,Acridine orange,Carcinogen,Unknown,Acridines,Acridines,chemont_class,Acridines,chemont_class,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,62344,DPKHZNPWBDQZCN-UHFFFAOYSA-N,494-38-2
IARC_Acriflavinium_chloride,IARC_Acriflavinium_chloride,IARC_Acriflavinium_chloride,Acriflavinium chloride,Carcinogen,IARC_Acriflavinium_chloride,Acriflavinium chloride,Carcinogen,Chemical,Acridines,Acridines,chemont_class,Acridines,chemont_class,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,6842,KKAJSJJFBSOMGS-UHFFFAOYSA-N,86-40-8
IARC_Acrolein,IARC_Acrolein,IARC_Acrolein,Acrolein,Carcinogen,IARC_Acrolein,Acrolein,Carcinogen,Unknown,Aldehyde,Aldehyde,rules,Aldehyde,rules,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2A,7847,HGINCPLSRVDWNT-UHFFFAOYSA-N,107-02-8
IARC_Acrylamide,IARC_Acrylamide,IARC_Acrylamide,Acrylamide,Carcinogen,IARC_Acrylamide,Acrylamide,Carcinogen,Unknown,Alkylating,Alkylating,rules,Alkylating,rules,Carboximidic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2A,6579,HRPVXLWXLXDGHG-UHFFFAOYSA-N,79-06-1
IARC_Acrylic_acid,IARC_Acrylic_acid,IARC_Acrylic_acid,Acrylic acid,Carcinogen,IARC_Acrylic_acid,Acrylic acid,Carcinogen,Chemical,Acrylic acids,Acrylic acids,chemont_class,Acrylic acids,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,6581,NIXOWILDQLNWCW-UHFFFAOYSA-N,79-10-7
IARC_Acrylic_fibres,IARC_Acrylic_fibres,IARC_Acrylic_fibres,Acrylic fibres,Carcinogen,IARC_Acrylic_fibres,Acrylic fibres,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Acrylonitrile,IARC_Acrylonitrile,IARC_Acrylonitrile,Acrylonitrile,Carcinogen,IARC_Acrylonitrile,Acrylonitrile,Carcinogen,Unknown,Nitriles,Nitriles,chemont_class,Nitriles,chemont_class,Organonitrogen compounds,Organic nitrogen compounds,Organic compounds,Group 1,7855,NLHHRLWOUZZQLW-UHFFFAOYSA-N,107-13-1
IARC_Acrylonitrile_butadiene_styrene_copolymers,IARC_Acrylonitrile_butadiene_styrene_copolymers,IARC_Acrylonitrile_butadiene_styrene_copolymers,Acrylonitrile-butadiene-styrene copolymers,Carcinogen,IARC_Acrylonitrile_butadiene_styrene_copolymers,Acrylonitrile-butadiene-styrene copolymers,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Actinomycin_D,IARC_Actinomycin_D,IARC_Actinomycin_D,Actinomycin D,Carcinogen,IARC_Actinomycin_D,Actinomycin D,Carcinogen,Unknown,Cyclic depsipeptides,Cyclic depsipeptides,chemont_class,Cyclic depsipeptides,chemont_class,Peptidomimetics,Organic acids and derivatives,Organic compounds,Group 3,457193,RJURFGZVJUQBHK-IIXSONLDSA-N,50-76-0
IARC_Adriamycin_Doxorubicin,IARC_Adriamycin_Doxorubicin,IARC_Adriamycin_Doxorubicin,Adriamycin (Doxorubicin),Carcinogen,IARC_Adriamycin_Doxorubicin,Adriamycin (Doxorubicin),Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Anthracyclines,Phenylpropanoids and polyketides,Organic compounds,Group 2A,31703,AOJJSUZBOXZQNB-TZSSRYMLSA-N,23214-92-8
IARC_Aflatoxins,IARC_Aflatoxins,IARC_Aflatoxins,Aflatoxins,Carcinogen,IARC_Aflatoxins,Aflatoxins,Carcinogen,Unknown,Mycotoxin,Mycotoxin,rules,Mycotoxin,rules,Coumarins and derivatives,Phenylpropanoids and polyketides,Organic compounds,Group 1,14421,XWIYFDMXXLINPU-UHFFFAOYSA-N,1402-68-2
IARC_Agaritine,IARC_Agaritine,IARC_Agaritine,Agaritine,Carcinogen,IARC_Agaritine,Agaritine,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,439517,SRSPQXBFDCGXIZ-JTQLQIEISA-N,2757-90-6
IARC_Alachlor,IARC_Alachlor,IARC_Alachlor,Alachlor,Carcinogen,IARC_Alachlor,Alachlor,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,2078,XCSGPAVHZFQHGE-UHFFFAOYSA-N,15972-60-8
IARC_Alcoholic_beverages,IARC_Alcoholic_beverages,IARC_Alcoholic_beverages,Alcoholic beverages,Carcinogen,IARC_Alcoholic_beverages,Alcoholic beverages,Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Aldicarb,IARC_Aldicarb,IARC_Aldicarb,Aldicarb,Carcinogen,IARC_Aldicarb,Aldicarb,Carcinogen,Unknown,Carboximidic acids and derivatives,Carboximidic acids and derivatives,chemont_class,Carboximidic acids and derivatives,chemont_class,Carboximidic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 3,9570071,QGLZXHRNAYXIBU-WEVVVXLNSA-N,116-06-3
IARC_Allyl_chloride,IARC_Allyl_chloride,IARC_Allyl_chloride,Allyl chloride,Carcinogen,IARC_Allyl_chloride,Allyl chloride,Carcinogen,Chemical,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Organochlorides,Organohalogen compounds,Organic compounds,Group 3,7850,OSDWBNJEKMUWAV-UHFFFAOYSA-N,107-05-1
IARC_Allyl_isothiocyanate,IARC_Allyl_isothiocyanate,IARC_Allyl_isothiocyanate,Allyl isothiocyanate,Carcinogen,IARC_Allyl_isothiocyanate,Allyl isothiocyanate,Carcinogen,Unknown,Isothiocyanates,Isothiocyanates,chemont_class,Isothiocyanates,chemont_class,Isothiocyanates,Organosulfur compounds,Organic compounds,Group 3,5971,ZOJBYZNEUISWFT-UHFFFAOYSA-N,57-06-7
IARC_Allyl_isovalerate,IARC_Allyl_isovalerate,IARC_Allyl_isovalerate,Allyl isovalerate,Carcinogen,IARC_Allyl_isovalerate,Allyl isovalerate,Carcinogen,Unknown,Fatty acid esters,Fatty acid esters,chemont_class,Fatty acid esters,chemont_class,Fatty Acyls,Lipids and lipid-like molecules,Organic compounds,Group 3,17816,HOMAGVUCNZNWBC-UHFFFAOYSA-N,2835-39-4
IARC_Aluminium_production,IARC_Aluminium_production,IARC_Aluminium_production,Aluminium production,Carcinogen,IARC_Aluminium_production,Aluminium production,Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Amaranth,IARC_Amaranth,IARC_Amaranth,Amaranth,Carcinogen,IARC_Amaranth,Amaranth,Carcinogen,Unknown,"1,1'-azonaphthalenes","1,1'-azonaphthalenes",chemont_class,"1,1'-azonaphthalenes",chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,13506,WLDHEUZGFKACJH-UHFFFAOYSA-K,915-67-3
IARC_Amitrole,IARC_Amitrole,IARC_Amitrole,Amitrole,Carcinogen,IARC_Amitrole,Amitrole,Carcinogen,Unknown,Triazoles,Triazoles,chemont_class,Triazoles,chemont_class,Azoles,Organoheterocyclic compounds,Organic compounds,Group 3,1639,KLSJWNVTNUYHDU-UHFFFAOYSA-N,61-82-5
IARC_Ampicillin,IARC_Ampicillin,IARC_Ampicillin,Ampicillin,Carcinogen,IARC_Ampicillin,Ampicillin,Carcinogen,Unknown,Penicillins,Penicillins,chemont_class,Penicillins,chemont_class,Lactams,Organoheterocyclic compounds,Organic compounds,Group 3,6249,AVKUERGKIZMTKX-NJBDSQKTSA-N,69-53-4
IARC_Amsacrine,IARC_Amsacrine,IARC_Amsacrine,Amsacrine,Carcinogen,IARC_Amsacrine,Amsacrine,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 2B,2179,XCPGHVQEEXUHNC-UHFFFAOYSA-N,51264-14-3
IARC_tert_Amyl_methyl_ether,IARC_tert_Amyl_methyl_ether,IARC_tert_Amyl_methyl_ether,tert-Amyl methyl ether,Carcinogen,IARC_tert_Amyl_methyl_ether,tert-Amyl methyl ether,Carcinogen,Chemical,Dialkyl ethers,Dialkyl ethers,chemont_class,Dialkyl ethers,chemont_class,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,61247,HVZJRWJGKQPSFL-UHFFFAOYSA-N,994-05-8
IARC_Anaesthetics_volatile,IARC_Anaesthetics_volatile,IARC_Anaesthetics_volatile,"Anaesthetics, volatile",Carcinogen,IARC_Anaesthetics_volatile,"Anaesthetics, volatile",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 3,,,
IARC_Androgenic_anabolic_steroids,IARC_Androgenic_anabolic_steroids,IARC_Androgenic_anabolic_steroids,Androgenic (anabolic) steroids,Carcinogen,IARC_Androgenic_anabolic_steroids,Androgenic (anabolic) steroids,Carcinogen,Unknown,Androgen,Androgen,rules,Androgen,rules,,,,Group 2A,,,
IARC_Angelicin_plus_ultraviolet_A_radiation,IARC_Angelicin_plus_ultraviolet_A_radiation,IARC_Angelicin_plus_ultraviolet_A_radiation,Angelicin plus ultraviolet A radiation,Carcinogen,IARC_Angelicin_plus_ultraviolet_A_radiation,Angelicin plus ultraviolet A radiation,Carcinogen,Radiation,Radiation,Radiation,iarc_entity_type,Radiation,iarc_entity_type,,,,Group 3,,,
IARC_Aniline_see_also_Aniline_hydrochloride,IARC_Aniline_see_also_Aniline_hydrochloride,IARC_Aniline_see_also_Aniline_hydrochloride,Aniline (see also Aniline hydrochloride),Carcinogen,IARC_Aniline_see_also_Aniline_hydrochloride,Aniline (see also Aniline hydrochloride),Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,6115,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,62-53-3
IARC_Aniline_hydrochloride_see_also_Aniline,IARC_Aniline_hydrochloride_see_also_Aniline,IARC_Aniline_hydrochloride_see_also_Aniline,Aniline hydrochloride (see also Aniline),Carcinogen,IARC_Aniline_hydrochloride_see_also_Aniline,Aniline hydrochloride (see also Aniline),Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2A,8870,MMCPOSDMTGQNKG-UHFFFAOYSA-N,142-04-1
IARC_Anthanthrene,IARC_Anthanthrene,IARC_Anthanthrene,Anthanthrene,Carcinogen,IARC_Anthanthrene,Anthanthrene,Carcinogen,Unknown,Benzopyrenes,Benzopyrenes,chemont_class,Benzopyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 3,9118,YFIJJNAKSZUOLT-UHFFFAOYSA-N,191-26-4
IARC_Anthracene,IARC_Anthracene,IARC_Anthracene,Anthracene,Carcinogen,IARC_Anthracene,Anthracene,Carcinogen,Chemical,Anthracenes,Anthracenes,chemont_class,Anthracenes,chemont_class,Anthracenes,Benzenoids,Organic compounds,Group 2B,8418,MWPLVEDNUUSJAV-UHFFFAOYSA-N,120-12-7
IARC_Anthranilic_acid,IARC_Anthranilic_acid,IARC_Anthranilic_acid,Anthranilic acid,Carcinogen,IARC_Anthranilic_acid,Anthranilic acid,Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,227,RWZYAGGXGHYGMB-UHFFFAOYSA-N,118-92-3
IARC_Anthraquinone,IARC_Anthraquinone,IARC_Anthraquinone,Anthraquinone,Carcinogen,IARC_Anthraquinone,Anthraquinone,Carcinogen,Unknown,Anthraquinones,Anthraquinones,chemont_class,Anthraquinones,chemont_class,Anthracenes,Benzenoids,Organic compounds,Group 2B,6780,RZVHIXYEVGDQDX-UHFFFAOYSA-N,84-65-1
IARC_Apholate,IARC_Apholate,IARC_Apholate,Apholate,Carcinogen,IARC_Apholate,Apholate,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Aziridines,Organoheterocyclic compounds,Organic compounds,Group 3,5845,PXZAWHSJYIECNQ-UHFFFAOYSA-N,52-46-0
IARC_Aramite,IARC_Aramite,IARC_Aramite,Aramite®,Carcinogen,IARC_Aramite,Aramite®,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,8809,YKFRAOGHWKADFJ-UHFFFAOYSA-N,140-57-8
IARC_Areca_nut,IARC_Areca_nut,IARC_Areca_nut,Areca nut,Carcinogen,IARC_Areca_nut,Areca nut,Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,
IARC_Arecoline,IARC_Arecoline,IARC_Arecoline,Arecoline,Carcinogen,IARC_Arecoline,Arecoline,Carcinogen,Unknown,Alkaloids and derivatives,Alkaloids and derivatives,chemont_class,Alkaloids and derivatives,chemont_class,,Alkaloids and derivatives,Organic compounds,Group 2B,2230,HJJPJSXJAXAIPN-UHFFFAOYSA-N,63-75-2
IARC_Aristolochic_acid,IARC_Aristolochic_acid,IARC_Aristolochic_acid,Aristolochic acid,Carcinogen,IARC_Aristolochic_acid,Aristolochic acid,Carcinogen,Chemical,Aristolochic acids and derivatives,Aristolochic acids and derivatives,chemont_class,Aristolochic acids and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 1,2236,BBFQZRXNYIEMAW-UHFFFAOYSA-N,313-67-7
IARC_Arsenic_and_inorganic_arsenic_compounds,IARC_Arsenic_and_inorganic_arsenic_compounds,IARC_Arsenic_and_inorganic_arsenic_compounds,Arsenic and inorganic arsenic compounds,Carcinogen,IARC_Arsenic_and_inorganic_arsenic_compounds,Arsenic and inorganic arsenic compounds,Carcinogen,MetalOrCompound,Heavy_Metal,Heavy_Metal,rules,Heavy_Metal,rules,Homogeneous metalloid compounds,Homogeneous metal compounds,Inorganic compounds,Group 1,5359596,RQNWIZPPADIBDY-UHFFFAOYSA-N,7440-38-2
IARC_Arsenobetaine_and_other_organic_arsenic_compounds_that_are_not_metabol,IARC_Arsenobetaine_and_other_organic_arsenic_compounds_that_are_not_metabol,IARC_Arsenobetaine_and_other_organic_arsenic_compounds_that_are_not_metabol,Arsenobetaine and other organic arsenic compounds that are not metabolized in humans,Carcinogen,IARC_Arsenobetaine_and_other_organic_arsenic_compounds_that_are_not_metabol,Arsenobetaine and other organic arsenic compounds that are not metabolized in humans,Carcinogen,MetalOrCompound,Heavy_Metal,Heavy_Metal,rules,Heavy_Metal,rules,Organometalloid compounds,Organometallic compounds,Organic compounds,Group 3,47364,SPTHHTGLGVZZRH-UHFFFAOYSA-N,64436-13-1
IARC_Art_glass_glass_containers_and_pressed_ware_manufacture_of,IARC_Art_glass_glass_containers_and_pressed_ware_manufacture_of,IARC_Art_glass_glass_containers_and_pressed_ware_manufacture_of,"Art glass, glass containers and pressed ware (manufacture of)",Carcinogen,IARC_Art_glass_glass_containers_and_pressed_ware_manufacture_of,"Art glass, glass containers and pressed ware (manufacture of)",Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 2A,,,
IARC_Asbestos_all_forms_including_actinolite_amosite_anthophyllite_chrysoti,IARC_Asbestos_all_forms_including_actinolite_amosite_anthophyllite_chrysoti,IARC_Asbestos_all_forms_including_actinolite_amosite_anthophyllite_chrysoti,"Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)",Carcinogen,IARC_Asbestos_all_forms_including_actinolite_amosite_anthophyllite_chrysoti,"Asbestos (all forms, including actinolite, amosite, anthophyllite, chrysotile, crocidolite, tremolite)",Carcinogen,Unknown,Unknown,Unknown,unknown,Unknown,unknown,,,,Group 1,,,1332-21-4
IARC_Aspartame,IARC_Aspartame,IARC_Aspartame,Aspartame,Carcinogen,IARC_Aspartame,Aspartame,Carcinogen,Unknown,Peptides,Peptides,chemont_class,Peptides,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,134601,IAOZJIPTCAWIRG-QWRGUYRKSA-N,22839-47-0
IARC_Atrazine,IARC_Atrazine,IARC_Atrazine,Atrazine,Carcinogen,IARC_Atrazine,Atrazine,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Triazines,Organoheterocyclic compounds,Organic compounds,Group 2A,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,1912-24-9
IARC_Auramine,IARC_Auramine,IARC_Auramine,Auramine,Carcinogen,IARC_Auramine,Auramine,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,10298,JPIYZTWMUGTEHX-UHFFFAOYSA-N,492-80-8
IARC_Auramine_production,IARC_Auramine_production,IARC_Auramine_production,Auramine production,Carcinogen,IARC_Auramine_production,Auramine production,Carcinogen,Occupation,Occupation,Occupation,iarc_entity_type,Occupation,iarc_entity_type,,,,Group 1,,,
IARC_Aurothioglucose,IARC_Aurothioglucose,IARC_Aurothioglucose,Aurothioglucose,Carcinogen,IARC_Aurothioglucose,Aurothioglucose,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,6104,XHVAWZZCDCWGBK-WYRLRVFGSA-M,12192-57-3
IARC_Automotive_gasoline_see_also_Gasoline_engine_exhaust_and_Aviation_gaso,IARC_Automotive_gasoline_see_also_Gasoline_engine_exhaust_and_Aviation_gaso,IARC_Automotive_gasoline_see_also_Gasoline_engine_exhaust_and_Aviation_gaso,"Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)",Carcinogen,IARC_Automotive_gasoline_see_also_Gasoline_engine_exhaust_and_Aviation_gaso,"Automotive gasoline (see also Gasoline engine exhaust, and Aviation gasoline)",Carcinogen,Exposure,Exposure,Exposure,iarc_entity_type,Exposure,iarc_entity_type,,,,Group 1,,,
IARC_Azacitidine,IARC_Azacitidine,IARC_Azacitidine,Azacitidine,Carcinogen,IARC_Azacitidine,Azacitidine,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2A,9444,NMUSYJAQQFHJEW-KVTDHHQDSA-N,320-67-2
IARC_Azaserine,IARC_Azaserine,IARC_Azaserine,Azaserine,Carcinogen,IARC_Azaserine,Azaserine,Carcinogen,Unknown,L-alpha-amino acids,L-alpha-amino acids,chemont_class,L-alpha-amino acids,chemont_class,Carboxylic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2B,460129,MZZGOOYMKKIOOX-VKHMYHEASA-N,115-02-6
IARC_Azathioprine,IARC_Azathioprine,IARC_Azathioprine,Azathioprine,Carcinogen,IARC_Azathioprine,Azathioprine,Carcinogen,Drug,Diarylthioethers,Diarylthioethers,chemont_class,Diarylthioethers,chemont_class,Thioethers,Organosulfur compounds,Organic compounds,Group 1,2265,LMEKQMALGUDUQG-UHFFFAOYSA-N,446-86-6
IARC_Aziridine,IARC_Aziridine,IARC_Aziridine,Aziridine,Carcinogen,IARC_Aziridine,Aziridine,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Aziridines,Organoheterocyclic compounds,Organic compounds,Group 2B,9033,NOWKCMXCCJGMRR-UHFFFAOYSA-N,151-56-4
IARC_Aziridyl_benzoquinone,IARC_Aziridyl_benzoquinone,IARC_Aziridyl_benzoquinone,Aziridyl benzoquinone,Carcinogen,IARC_Aziridyl_benzoquinone,Aziridyl benzoquinone,Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 3,61215,ASWYYIAZATTZLB-UHFFFAOYSA-N,800-24-8
IARC_Azobenzene,IARC_Azobenzene,IARC_Azobenzene,Azobenzene,Carcinogen,IARC_Azobenzene,Azobenzene,Carcinogen,Unknown,Solvent,Solvent,rules,Solvent,rules,Azobenzenes,Organoheterocyclic compounds,Organic compounds,Group 3,2272,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,103-33-3
IARC_BK_polyomavirus_BKV,IARC_BK_polyomavirus_BKV,IARC_BK_polyomavirus_BKV,BK polyomavirus (BKV),Carcinogen,IARC_BK_polyomavirus_BKV,BK polyomavirus (BKV),Carcinogen,BiologicalAgent,BiologicalAgent,BiologicalAgent,iarc_entity_type,BiologicalAgent,iarc_entity_type,,,,Group 2B,,,
IARC_Benz_a_acridine,IARC_Benz_a_acridine,IARC_Benz_a_acridine,Benz[a]acridine,Carcinogen,IARC_Benz_a_acridine,Benz[a]acridine,Carcinogen,Unknown,Benzacridines,Benzacridines,chemont_class,Benzacridines,chemont_class,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,9180,JEGZRTMZYUDVBF-UHFFFAOYSA-N,225-11-6
IARC_Benz_a_anthracene,IARC_Benz_a_anthracene,IARC_Benz_a_anthracene,Benz[a]anthracene,Carcinogen,IARC_Benz_a_anthracene,Benz[a]anthracene,Carcinogen,Chemical,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 2B,5954,DXBHBZVCASKNBY-UHFFFAOYSA-N,56-55-3
IARC_Benz_c_acridine,IARC_Benz_c_acridine,IARC_Benz_c_acridine,Benz[c]acridine,Carcinogen,IARC_Benz_c_acridine,Benz[c]acridine,Carcinogen,Unknown,Benzacridines,Benzacridines,chemont_class,Benzacridines,chemont_class,Quinolines and derivatives,Organoheterocyclic compounds,Organic compounds,Group 3,9181,OAPPEBNXKAKQGS-UHFFFAOYSA-N,225-51-4
IARC_Benz_j_aceanthrylene,IARC_Benz_j_aceanthrylene,IARC_Benz_j_aceanthrylene,Benz[j]aceanthrylene,Carcinogen,IARC_Benz_j_aceanthrylene,Benz[j]aceanthrylene,Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 2B,104987,OSKRAISUPBTHCP-UHFFFAOYSA-N,202-33-5
IARC_Benz_l_aceanthrylene,IARC_Benz_l_aceanthrylene,IARC_Benz_l_aceanthrylene,Benz[l]aceanthrylene,Carcinogen,IARC_Benz_l_aceanthrylene,Benz[l]aceanthrylene,Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,105092,ICRHCNSZHYPRNZ-UHFFFAOYSA-N,211-91-6
IARC_Benzene,IARC_Benzene,IARC_Benzene,Benzene,Carcinogen,IARC_Benzene,Benzene,Carcinogen,Chemical,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 1,241,UHOVQNZJYSORNB-UHFFFAOYSA-N,71-43-2
IARC_Benzidine,IARC_Benzidine,IARC_Benzidine,Benzidine,Carcinogen,IARC_Benzidine,Benzidine,Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,rules,Aromatic_Amine,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 1,7111,HFACYLZERDEVSX-UHFFFAOYSA-N,92-87-5
IARC_Benzidine_dyes_metabolized_to,IARC_Benzidine_dyes_metabolized_to,IARC_Benzidine_dyes_metabolized_to,"Benzidine, dyes metabolized to",Carcinogen,IARC_Benzidine_dyes_metabolized_to,"Benzidine, dyes metabolized to",Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,rules,Aromatic_Amine,rules,,,,Group 1,,,
IARC_Benzo_a_fluoranthene,IARC_Benzo_a_fluoranthene,IARC_Benzo_a_fluoranthene,Benzo[a]fluoranthene,Carcinogen,IARC_Benzo_a_fluoranthene,Benzo[a]fluoranthene,Carcinogen,Chemical,Anthracenes,Anthracenes,chemont_class,Anthracenes,chemont_class,Anthracenes,Benzenoids,Organic compounds,Group 3,9146,OQDXASJSCOTNQS-UHFFFAOYSA-N,203-33-8
